Name,Author,Rating,Reviews,Type,Price(USD),Year
The Chronicles of Narnia Boxed Set,C. S. Lewis,4.8,1033,Paperback,28.61,2001
Icy Sparks (Oprah's Book Club),Gwyn Hyman Rubio,4.1,358,Paperback,0.27,2001
1001 Ways to Reward Employees,Bob Nelson,4.4,87,Paperback,10.72,2001
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.6,1376,Paperback,1.09,2001
Bridget Jones's Diary: A Novel,Helen Fielding,4.3,1613,Paperback,15.49,2001
April 1865: The Month That Saved America,Jay Winik,4.6,579,Hardcover,4,2001
Olivia,Ian Falconer,4.7,1570,Hardcover,0.67,2001
"The O'Reilly Factor: The Good, the Bad, and the Completely Ridiculous in American Life",Bill O'Reilly,4.5,364,Hardcover,10.93,2001
Death in Holy Orders (Adam Dalgliesh Mystery Series #11),P. D. James,4.4,454,Hardcover,17.02,2001
Last Man Standing,David Baldacci,4.4,1751,Hardcover,10.41,2001
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2001
Crossing Over: The Stories Behind the Stories,John Edward,4.4,333,Hardcover,9.8,2001
The Catcher in the Rye,J.D. Salinger,4.5,15078,Mass Market Paperback,0.85,2001
"Taliban: Militant Islam, Oil and Fundamentalism in Central Asia",Ahmed Rashid,4.5,291,Paperback,7,2001
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.7,22441,Hardcover,2.41,2001
The Best Loved Poems of Jacqueline Kennedy-Onassis,Caroline Kennedy,4.7,112,Hardcover,17.99,2001
Olivia Saves the Circus,Ian Falconer,4.8,353,Hardcover,0.25,2001
The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,John C. Maxwell,4.7,3852,Hardcover,11.99,2001
Valhalla Rising (Dirk Pitt Adventures),Clive Cussler,4.6,760,Hardcover,12.64,2001
The Art of War,Sun Tzu,4.7,376,Paperback,1.27,2001
"Seven Up (Stephanie Plum, No. 7) (Stephanie Plum Novels)",Janet Evanovich,4.7,1268,Hardcover,18,2001
"The Pilates Body: The Ultimate At-Home Guide to Strengthening, Lengthening and Toning Your Body- Without Machines",Brooke Siler,4.6,565,Paperback,17.49,2001
Harry Potter And The Goblet Of Fire,J.K. Rowling,4.9,4186,Hardcover,2.33,2000
Who Moved My Cheese,Spencer Johnson,4.6,9633,Hardcover,14.4,2000
Harry Potter And The Prisoner Of Azkaban,J.K. Rowling,4.9,2614,Hardcover,15.49,2000
Harry Potter and the Chamber of Secrets,J.K. Rowling,4.9,26163,Hardcover,12.25,2000
Harry Potter And The Sorcerer's Stone,J.K. Rowling,4.9,4774,Hardcover,11.46,2000
Body for Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,4.4,1158,Hardcover,35.5,2000
The Brethren,John Grisham,4.4,2066,Hardcover,15,2000
"The Beatles Anthology: (Beatles Gifts, The Beatles Merchandise, Beatles Memorabilia)",The Beatles,4.8,791,Hardcover,5.48,2000
The Poisonwood Bible (Oprah's Book Club),Barbara Kingsolver,4.5,4253,Paperback,15,2000
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money-That the Poor and the Middle Class Do Not!,Robert T. Kiyosaki,4.7,38610,Paperback,0.99,2000
Harry Potter and the Sorcerer's Stone,J.K. Rowling,4.8,4345,Paperback,1.21,2000
"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson",Mitch Albom,4.8,9641,Hardcover,14.98,2000
"Eating Well for Optimum Health: The Essential Guide to Food, Diet, and Nutrition",Andrew Weil M.D.,4.4,212,Hardcover,9.49,2000
The Bear and the Dragon,Tom Clancy,4.4,1772,Hardcover,14.99,2000
The Seat of the Soul,Gary Zukav,4.6,3178,Paperback,16.45,2000
"The O'Reilly Factor: The Good, the Bad, and the Completely Ridiculous in American Life",Bill O'Reilly,4.5,364,Hardcover,10.93,2000
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2000
"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,4.6,1219,Hardcover,17.99,2000
Talking Dirty With The Queen Of Clean,Linda Cobb,4.4,125,Paperback,14.49,2000
The Worst-Case Scenario Survival Handbook (Worst Case Scenario (WORS)),Joshua Piven,4.4,402,Paperback,0.25,2000
Flags of Our Fathers,James Bradley,4.7,1144,Hardcover,19.99,2000
The Indwelling: The Beast Takes Possession (Left Behind #7),Jerry B. Jenkins,4.8,718,Hardcover,8.23,2000
The 7 Habits of Highly Effective People,Stephen R. Covey,4.6,6199,Paperback,25.99,2000
It's Not about the Bike: My Journey Back to Life,Lance Armstrong,4.3,1100,Hardcover,16.99,2000
From Dawn to Decadence: 1500 to the Present: 500 Years of Western Cultural Life,Jacques Barzun,4.5,320,Hardcover,1.2,2000
Relationship Rescue: A Seven-Step Strategy for Reconnecting with You Partner,Phillip C. McGraw,4.4,653,Hardcover,14.88,2000
Gap Creek : The Story of a Marriage,Robert Morgan,4.2,572,Hardcover,11.6,2000
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,4006,Hardcover,19.99,2000
Drowning Ruth: A Novel (Oprah's Book Club),Christina Schwarz,4,949,Hardcover,10.48,2000
While I Was Gone (Oprah's Book Club),Sue Miller,3.9,402,Paperback,16.99,2000
"The Pilates Body: The Ultimate At-Home Guide to Strengthening, Lengthening and Toning Your Body- Without Machines",Brooke Siler,4.6,565,Paperback,17.49,2000
It's Your Money: The E*TRADE Step-by-Step Guide to Online Investing,Christos M Cotsakos,4.1,46,Paperback,1.6,2000
Daughter of Fortune: A Novel,Isabel Allende,4.4,726,Hardcover,17.5,2000
Beowulf: A New Verse Translation,Seamus Heaney,4.7,259,Hardcover,25.37,2000
The Last Precinct (A Scarpetta Novel),Patricia Cornwell,4.5,837,Hardcover,13.94,2000
A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,3.6,1376,Hardcover,14,2000
The Greatest Generation,Tom Brokaw,4.7,1271,Hardcover,6.99,2000
Back Roads (Oprah's Book Club),Tawni O'Dell,4.2,445,Hardcover,11.59,2000
Take Time for Your Life: A Personal Coach's 7-Step Program for Creating the Life You Want,Cheryl Richardson,4.4,115,Paperback,12.99,2000
The Mark: The Beast Rules the World (Left Behind #8),Tim LaHaye,4.8,634,Hardcover,0.36,2000
"Nothing Like It in the World: The Men Who Built the Transcontinental Railroad, 1863-1869",Stephen E. Ambrose,4.6,804,Hardcover,27.55,2000
The Red Tent,Anita Diamant,4.5,4513,Paperback,14.98,2000
Prodigal Summer,Barbara Kingsolver,4.4,1326,Hardcover,19.55,2000
"The Elements of Style, Fourth Edition",William Strunk Jr.,4.7,5444,Paperback,0.94,2000
The New New Thing : A Silicon Valley Story,Michael Lewis,4.3,462,Hardcover,14.55,2000
Harry Potter and the Chamber of Secrets,J. K. Rowling,4.9,26163,Paperback,0.99,2000
The Cider House Rules,John Irving,4.5,1056,Mass Market Paperback,0.35,2000
"HTML 4 for the World Wide Web, Fourth Edition",Elizabeth Castro,4.4,250,Paperback,16.75,2000
Organizing From the Inside Out,Julie Morgenstern,4.5,471,Paperback,3.2,2000
Home Comforts: The Art and Science of Keeping House,Cheryl Mendelson,4.6,953,Hardcover,42,2000
The Carbohydrate Addict's Diet: The Lifelong Solution to Yo-Yo Dieting (Signet),Rachael F. Dr. Heller,4.3,427,Mass Market Paperback,0.25,2000
Blown to Bits: How the New Economics of Information Transforms Strategy,Philip Evans,4.3,58,Hardcover,12.99,2000
The Bluest Eye,Toni Morrison,4.6,5511,Hardcover,15.88,2000
House of Sand and Fog (Oprah's Book Club) (Vintage Contemporaries),Andre Dubus III,4.3,899,Paperback,9.99,2000
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.7,2177,Hardcover,29,2000
Fish: A Proven Way to Boost Morale and Improve Results,Stephen C. Lundin,4.6,1483,Hardcover,16.99,2000
The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.6,801,Mass Market Paperback,0.25,2000
Designing Web Usability,Jakob Nielsen,4.2,228,Paperback,32,2000
Sugar Busters! Cut Sugar to Trim Fat,H. Leighton Steward,4.5,171,Hardcover,12.94,2000
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2000
Me Talk Pretty One Day,David Sedaris,4.3,2680,Hardcover,24.06,2000
Built to Last: Successful Habits of Visionary Companies,James C. Collins,4.6,981,Paperback,15.95,2000
Gung Ho! Turn On the People in Any Organization,Ken Blanchard,4.6,566,Hardcover,18,2000
Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,4.5,588,Paperback,20.99,2000
Dr. Atkins' New Diet Revolution,Robert C. Atkins,4.3,2133,Mass Market Paperback,27.27,2000
"The Lion's Game (A John Corey Novel, 2)",Nelson DeMille,4.6,1700,Hardcover,25.51,2000
Net Ready,Amir Hartman,3.9,31,Hardcover,13.99,2000
Dr. Atkins' New Diet Revolution,Robert C. Atkins,4.3,2133,Paperback,0.01,2000
"Winter's Heart (The Wheel of Time, Book 9) (Wheel of Time, 9)",Robert Jordan,4.6,2225,Hardcover,25.31,2000
Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim LaHaye,4.6,3142,Paperback,6.65,2000
Newton's Telecom Dictionary: The Official Dictionary of Telecommunications Networking and Internet,Harry Newton,4.6,44,Paperback,19.98,2000
The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,4.5,420,Paperback,30.69,2000
Six Sigma: The Breakthrough Management Strategy Revolutionizing the World's Top Corporations,Mikel Harry,4.4,54,Hardcover,16.89,2000
A Short Guide to a Happy Life,Anna Quindlen,4.1,372,Hardcover,0.35,2000
Picture Perfect Weight Loss: The Visual Program for Permanent Weight Loss,Dr. Howard M. Shapiro,4.4,145,Hardcover,14.99,2000
The Cluetrain Manifesto,David Weinberger,3.9,137,Hardcover,12.71,2000
1001 Ways to Reward Employees,Bob Nelson,4.4,87,Paperback,10.72,2000
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.6,3925,Hardcover,3.46,2000
"Rich Dad, Poor Dad: What the Rich Teach Their Kids about Money - That the Poor and the Middle Class Do Not!",Robert T. Kiyosaki,4.7,38610,Paperback,1.69,2000
The Testament,John Grisham,4.6,3296,Mass Market Paperback,2,2000
Open House,Elizabeth Berg,4.2,437,Hardcover,14,2000
"Guns, Germs, and Steel: The Fates of Human Societies",Jared M. Diamond,4.5,5389,Paperback,28.58,2000
Life Strategies,Phillip McGraw,4.4,435,Paperback,9.99,2000
Raving Fans: A Revolutionary Approach To Customer Service,Ken Blanchard,4.6,928,Hardcover,13.7,2000
Soul Stories,Gary Zukav,4.5,138,Hardcover,9.99,2000
The One Minute Manager,Kenneth Blanchard,4.6,2225,Paperback,8.99,2000
'Tis: A Memoir,Frank McCourt,4.5,1019,Hardcover,14.69,2000
The Carbohydrate Addict's Lifespan Program: Personalized Plan for bcmg Slim Fit Healthy your 40s 50s 60s Beyond,Dr. Rachael F. Heller,4.3,248,Paperback,24.99,2000
The Millionaire Mind,Dr. Thomas J. Stanley,4.6,825,Hardcover,21,2000
Ten Things I Wish I'd Known - Before I Went Out into the Real World,Maria Shriver,4.7,171,Hardcover,14.5,2000
Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,4.3,239,Paperback,24.73,2000
"The Amber Spyglass (His Dark Materials, Book 3)",Philip Pullman,4.5,2810,Hardcover,1.67,2000
A Map of the World: A Novel (Oprah's Book Club),Jane Hamilton,4.1,365,Paperback,9.12,2000
On Writing: A Memoir of the Craft,Stephen King,4.8,7696,Hardcover,29.98,2000
The Cake Mix Doctor,Anne Byrn,4.7,1056,Paperback,0.83,2000
"Rich Dad's Guide to Investing: What the Rich Invest in, That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,4.6,2383,Paperback,10.99,2000
How the Grinch Stole Christmas! (Classic Seuss),Dr. Seuss,4.9,9391,Hardcover,1.49,2000
Dr. Atkins' New Carbohydrate Gram Counter,Robert C. Atkins M.D.,4.3,1091,Paperback,0.5,2000
Living on the Fault Line : Managing for Shareholder Value in the Age of the Internet,Geoffrey A. Moore,4,18,Hardcover,12.99,2000
Bridget Jones : The Edge of Reason,Helen Fielding,4.5,722,Hardcover,3.8,2000
Harry Potter And The Prisoner Of Azkaban,J.K. Rowling,4.9,2614,Hardcover,15.49,1999
Harry Potter and the Chamber of Secrets,J.K. Rowling,4.9,26163,Hardcover,12.25,1999
Harry Potter And The Sorcerer's Stone,J.K. Rowling,4.9,4774,Hardcover,11.46,1999
The Carbohydrate Addict's Lifespan Program: Personalized Plan for bcmg Slim Fit Healthy your 40s 50s 60s Beyond,Dr. Rachael F. Heller,4.3,248,Paperback,24.99,1999
"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson",Mitch Albom,4.8,9641,Hardcover,14.98,1999
Who Moved My Cheese,Spencer Johnson,4.6,9633,Hardcover,14.4,1999
The Greatest Generation,Tom Brokaw,4.7,1271,Hardcover,6.99,1999
The Carbohydrate Addict's Diet: The Lifelong Solution to Yo-Yo Dieting (Signet),Rachael F. Dr. Heller,4.3,427,Mass Market Paperback,0.25,1999
Hannibal: A Novel,Thomas Harris,4.5,2170,Hardcover,16.7,1999
Body for Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,4.4,1158,Hardcover,35.5,1999
Dr. Atkins' New Diet Revolution,Robert C. Atkins,4.3,2133,Mass Market Paperback,27.27,1999
The Testament: A Novel,John Grisham,4.6,3296,Hardcover,21.63,1999
Memoirs of a Geisha: A Novel,Arthur Golden,4.7,4340,Paperback,0.35,1999
'Tis: A Memoir,Frank McCourt,4.5,1019,Hardcover,14.69,1999
Harry Potter and the Sorcerer's Stone,J.K. Rowling,4.8,4345,Paperback,1.21,1999
White Oleander,Janet Fitch,4.5,1520,Hardcover,23.74,1999
The Pilot's Wife (Oprah's Book Club),Anita Shreve,4.3,984,Paperback,14.8,1999
"Protein Power: The High-Protein/Low Carbohydrate Way to Lose Weight, Feel Fit, and Boost Your Health-in Just Weeks!",Michael R. Eades,4.4,624,Mass Market Paperback,0.93,1999
Life: Our Century In Pictures,Richard B. Stolley,4.6,79,Hardcover,59.98,1999
The Reader,Bernhard Schlink,4.4,1338,Paperback,13.88,1999
Black Notice (A Scarpetta Novel),Patricia Cornwell,4.6,1021,Hardcover,12.69,1999
The Century,Peter Jennings,4.7,82,Hardcover,25.95,1999
The Seat of the Soul,Gary Zukav,4.6,3178,Paperback,16.45,1999
"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,4.6,1219,Hardcover,17.99,1999
Customers.com: How to Create a Profitable Business Strategy for the Internet and Beyond,Patricia B. Seybold,3.5,73,Hardcover,7.35,1999
The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail,Clayton M. Christensen,4.5,1103,Hardcover,21.9,1999
Tara Road: Oprah Selection #26,Maeve Binchy,4.5,1074,Hardcover,19,1999
The 7 Habits of Highly Effective People,Stephen R. Covey,4.6,6199,Paperback,25.99,1999
Mankind: Have a Nice Day - A Tale of Blood and Sweatsocks,Mick Foley,4.7,1028,Hardcover,20,1999
Timeline,Michael Crichton,4.4,2800,Hardcover,13.97,1999
Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,The Onion,4.4,188,Paperback,41.73,1999
Sugar Busters! Cut Sugar to Trim Fat,H. Leighton Steward,4.5,171,Hardcover,12.94,1999
All Too Human: A Political Education,George Stephanopoulos,4.3,141,Hardcover,10,1999
"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,4.4,435,Hardcover,15,1999
Business @ the Speed of Thought: Succeeding in the Digital Economy,Bill Gates,4.5,196,Hardcover,22,1999
"Assassins (Left Behind, Book 6)",Jerry B. Jenkins,4.8,662,Hardcover,15.99,1999
The Carbohydrate Addict's Gram Counter: Essential Food Facts at a Glance (Signet),Rachael F. Dr. Heller,4.1,56,Mass Market Paperback,0.25,1999
Angela's Ashes: A Memoir,Frank McCourt,4.4,895,Paperback,14.97,1999
The Millionaire Next Door,Thomas J. Stanley,4.6,6442,Paperback,19.49,1999
Holes (Newberry Medal Book),Louis Sachar,4.8,9737,Hardcover,22.69,1999
Suzanne Somers' Get Skinny on Fabulous Food,Suzanne Somers,4.3,230,Hardcover,14.28,1999
The Lexus and the Olive Tree,Thomas L. Friedman,4.3,429,Hardcover,0.36,1999
Where the Heart Is,Billie Letts,4.6,1003,Paperback,16.95,1999
Hearts In Atlantis,Stephen King,4.6,1076,Hardcover,23.69,1999
And the Crowd Goes Wild: Relive the Most Celebrated Sporting Events Ever Broadcast (Book and 2 Audio CDs),Joe Garner,4.4,22,Hardcover,48.9,1999
The New New Thing : A Silicon Valley Story,Michael Lewis,4.3,462,Hardcover,14.55,1999
"""O"" Is for Outlaw",Sue Grafton,4.6,625,Hardcover,10,1999
Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim LaHaye,4.6,3142,Paperback,6.65,1999
Experiencing God: Knowing and Doing the Will of God (Workbook),Henry T. Blackaby,4.5,381,Paperback,1.38,1999
Vinegar Hill (Oprah's Book Club),A. Manette Ansay,3.5,254,Paperback,8.49,1999
Jewel (Oprah's Book Club),Bret Lott,4.2,246,Paperback,0.25,1999
Mother of Pearl,Melinda Haynes,4.4,153,Hardcover,13.95,1999
Healing Back Pain: The Mind-Body Connection,John E. Sarno MD,4.4,3412,Paperback,0.4,1999
Cryptonomicon,Neal Stephenson,4.4,2187,Hardcover,2.52,1999
"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup M.D.,4.5,766,Paperback,25,1999
Dr. Atkins' New Carbohydrate Gram Counter,Robert C. Atkins M.D.,4.3,1091,Paperback,0.5,1999
The Motley Fool Investment Guide: How the Fools Beat Wall Street's Wise Men and How You Can Too,Tom Gardner,4,85,Paperback,12.86,1999
The Greatest Generation Speaks: Letters and Reflections,Tom Brokaw,4.7,144,Hardcover,10.38,1999
The Art of Happiness: A Handbook for Living,Dalai Lama,4.7,3808,Hardcover,11.55,1999
Apollyon: The Destroyer Is Unleashed (Left Behind #5),Jerry B. Jenkins,4.8,637,Hardcover,14.72,1999
Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,4.5,945,Paperback,0.01,1999
Personal Injuries (Scott Turow),Scott Turow,4.1,369,Hardcover,11.97,1999
By David Maraniss: When Pride Still Mattered: A Life of Vince Lombardi Second,David Maraniss,4.7,550,Hardcover,32.32,1999
The Girl Who Loved Tom Gordon : A Novel,Stephen King,4.6,1621,Hardcover,25.46,1999
"Eat Right 4 Your Type: The Individualized Diet Solution to Staying Healthy, Living Longer & Achieving Your Ideal Weight",Peter J. D'Adamo,4.6,5517,Hardcover,14.5,1999
Gung Ho! Turn On the People in Any Organization,Ken Blanchard,4.6,566,Hardcover,18,1999
"Rich Dad, Poor Dad: What the Rich Teach Their Kids about Money - That the Poor and the Middle Class Do Not!",Robert T. Kiyosaki,4.7,38610,Paperback,1.69,1999
Real Boys: Rescuing Our Sons from the Myths of Boyhood,William Pollack,4.4,136,Paperback,19.62,1999
"The MOTLEY FOOL'S RULE BREAKERS, RULE MAKERS: THE FOOLISH GUIDE TO PICKING STOCKS",Tom Gardner,4.3,62,Hardcover,18.9,1999
How To Draw Pokemon,Zalme,3.9,22,Paperback,5,1999
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.7,1966,Hardcover,1.95,1999
How to Get Started in Electronic Day Trading: Everything You Need to Know to Play Wall Street's Hottest Game,David S. Nassar,3.5,31,Hardcover,1.27,1999
"Pop Goes the Weasel (Alex Cross, 5)",James Patterson,4.7,1656,Hardcover,27.47,1999
"A New Song (The Mitford Years, Book 5)",Jan Karon,4.8,646,Hardcover,16.2,1999
Dave Pelz's Short Game Bible: Master the Finesse Swing and Lower Your Score (Dave Pelz Scoring Game),Dave Pelz,4.7,622,Hardcover,3.88,1999
A Map of the World: A Novel (Oprah's Book Club),Jane Hamilton,4.1,365,Paperback,9.12,1999
Raving Fans: A Revolutionary Approach To Customer Service,Ken Blanchard,4.6,928,Hardcover,13.7,1999
The Roaring 2000s: Building the Wealth and Life Style You Desire in the Greatest Boom in History,Harry S. Dent,3.8,55,Hardcover,15.3,1999
The Endurance: Shackleton's Legendary Antarctic Expedition,Caroline Alexander,4.8,417,Hardcover,20.99,1999
The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,4.5,420,Paperback,30.69,1999
The Poisonwood Bible (Oprah's Book Club),Barbara Kingsolver,4.5,4253,Paperback,15,1999
Built to Last: Successful Habits of Visionary Companies,James C. Collins,4.6,981,Paperback,15.95,1999
The Carbohydrate Addict's Program for Success,Dr. Rachael F. Heller,4.5,15,Paperback,24.24,1999
CCNA: Cisco Certified Network Associate Study Guide,Todd Lammle,4.3,232,Hardcover,0.97,1999
RealAge: Are You as Young as You Can Be?,Michael F. Roizen M.D.,3.6,29,Hardcover,13.99,1999
A Walk to Remember,Nicholas Sparks,4.7,3902,Hardcover,18.45,1999
"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,4.5,341,Hardcover,10.63,1999
"Guns, Germs, and Steel: The Fates of Human Societies",Jared M. Diamond,4.5,5389,Paperback,28.58,1999
Shadow: Five Presidents and the Legacy of Watergate,Bob Woodward,4.5,108,Hardcover,23.7,1999
Faith of My Fathers,John McCain,4.7,555,Hardcover,16.15,1999
Summer Sisters: A Novel,Judy Blume,4.4,1474,Mass Market Paperback,0.25,1999
Dr. Atkins' Quick and Easy New Diet Cookbook,Robert C. Atkins,4,215,Paperback,8.99,1999
Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,4.5,588,Paperback,20.99,1999
Midwives (Oprah's Book Club),Chris Bohjalian,4.4,803,Paperback,12.83,1999
"River, Cross My Heart: A Novel (Oprah's Book Club)",Breena Clarke,4.2,102,Paperback,11.78,1999
Blind Man's Bluff: The Untold Story Of American Submarine Espionage,Sherry Sontag,4.7,1607,Hardcover,38.25,1999
The Best American Short Stories of the Century,John Updike,4.4,191,Hardcover,0.59,1999
Organizing From the Inside Out,Julie Morgenstern,4.5,471,Paperback,3.2,1999
The Low-Carb Cookbook: The Complete Guide to the Healthy Low-Carbohydrate Lifestyle with over 250 Delicious Recipes,Fran McCullough,4.2,124,Hardcover,13.48,1999
HTML 4 for the World Wide Web: VQS (3rd Edition),Elizabeth Castro,4.4,250,Paperback,7.93,1999
A Man in Full: A Novel,Tom Wolfe,4.4,725,Hardcover,18.69,1998
Rainbow Six,Tom Clancy,4.6,2275,Hardcover,18.44,1998
"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson",Mitch Albom,4.8,9641,Hardcover,14.98,1998
I Know This Much Is True,Wally Lamb,4.6,3419,Hardcover,25.86,1998
Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,4.5,945,Paperback,0.01,1998
The Greatest Generation,Tom Brokaw,4.7,1271,Hardcover,6.99,1998
The 9 Steps to Financial Freedom,Suze Orman,4.5,171,Hardcover,13,1998
The Century,Peter Jennings,4.7,82,Hardcover,25.95,1998
Don't Sweat the Small Stuff . . . and It's All Small Stuff: Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,4.7,1291,Paperback,0.89,1998
Midwives (Oprah's Book Club),Chris Bohjalian,4.4,803,Paperback,12.83,1998
Bag of Bones,Stephen King,4.5,1663,Hardcover,10.44,1998
Blind Man's Bluff: The Untold Story Of American Submarine Espionage,Sherry Sontag,4.7,1607,Hardcover,38.25,1998
The 7 Habits of Highly Effective People,Stephen R. Covey,4.6,6199,Paperback,25.99,1998
The Electronic Day Trader: Successful Strategies for On-line Trading,Marc Friedfertig,3.4,32,Hardcover,0.63,1998
Sugar Busters! Cut Sugar to Trim Fat,H. Leighton Steward,4.5,171,Hardcover,12.94,1998
The Street Lawyer: A Novel,John Grisham,4.6,2114,Hardcover,19.25,1998
The Motley Fool Investment Guide: How the Fools Beat Wall Street's Wise Men and How You Can Too,Tom Gardner,4,85,Paperback,12.86,1998
"Protein Power: The High-Protein/Low Carbohydrate Way to Lose Weight, Feel Fit, and Boost Your Health-in Just Weeks!",Michael R. Eades,4.4,624,Mass Market Paperback,0.93,1998
"The Path of Daggers (The Wheel of Time, Book 8) (Wheel of Time, 8)",Robert Jordan,4.5,2020,Hardcover,2.07,1998
Dr. Atkins' New Diet Revolution,Robert C. Atkins,4.3,2133,Mass Market Paperback,27.27,1998
The Roaring 2000s: Building the Wealth and Life Style You Desire in the Greatest Boom in History,Harry S. Dent,3.8,55,Hardcover,15.3,1998
Paradise,Toni Morrison,4.6,480,Hardcover,18.88,1998
Built to Last: Successful Habits of Visionary Companies,James C. Collins,4.6,981,Paperback,15.95,1998
Memoirs of a Geisha,Arthur Golden,4.7,4340,Hardcover,26.95,1998
Black and Blue: A Novel,Anna Quindlen,4.3,512,Hardcover,14.88,1998
"Eat Right 4 Your Type: The Individualized Diet Solution to Staying Healthy, Living Longer & Achieving Your Ideal Weight",Peter J. D'Adamo,4.6,5517,Hardcover,14.5,1998
The Seat of the Soul,Gary Zukav,4.6,3178,Paperback,16.45,1998
Selling the Invisible: A Field Guide to Modern Marketing,Harry Beckwith,4.5,389,Hardcover,17.54,1998
Point of Origin (A Scarpetta Novel),Patricia Cornwell,4.5,681,Hardcover,14.99,1998
Where the Heart Is,Billie Letts,4.6,1003,Paperback,16.95,1998
Death of Outrage: Bill Clinton and the Assault on American Ideals,William J. Bennett,4,56,Hardcover,8.19,1998
Endurance : Shackleton's Incredible Voyage,Alfred Lansing,4.8,4946,Paperback,7.85,1998
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.7,5485,Mass Market Paperback,0.25,1998
Bridget Jones's Diary,Helen Fielding,4.3,1613,Hardcover,19.89,1998
"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",Anne Rice,4.6,562,Hardcover,24.98,1998
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,4.6,6442,Hardcover,11.99,1998
"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,4.6,254,Hardcover,6.37,1998
A Widow for One Year: A Novel,John Irving,4.1,575,Hardcover,8.97,1998
The Emperor's New Clothes : An All-Star Retelling of the Classic Fairy Tale (with Audio CD),Starbright Foundation,4.3,20,Hardcover,40.04,1998
The Poisonwood Bible,Barbara Kingsolver,4.5,4253,Hardcover,22.97,1998
Here on Earth (Oprah's Book Club),Alice Hoffman,4.1,473,Paperback,12.99,1998
Cold Mountain,Charles Frazier,4.5,1573,Hardcover,17.28,1998
The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.6,801,Mass Market Paperback,0.25,1998
Time Bomb 2000!: What the Year 2000 Computer Crisis Means to You!,Edward Yourdon,2.8,22,Paperback,2,1998
Charming Billy,Alice McDermott,4.1,256,Hardcover,11.99,1998
Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,3.9,10,Paperback,29.89,1998
Unleashing the Killer App: Digital Strategies for Market Dominance,Larry Downes,3.2,74,Hardcover,0.36,1998
Enter The Zone: A Dietary Road map,Barry Sears,4.3,458,Hardcover,19.45,1998
Gung Ho! Turn On the People in Any Organization,Ken Blanchard,4.6,566,Hardcover,18,1998
The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,4.5,420,Paperback,30.69,1998
Raving Fans: A Revolutionary Approach To Customer Service,Ken Blanchard,4.6,928,Hardcover,13.7,1998
What Looks Like Crazy on an Ordinary Day (Oprah's Book Club),Pearl Cleage,4.6,437,Paperback,10,1998
